domain,top_email,tier,score,source_count,sources,source_urls,top_snippet,all_candidates
cuure.com,email@cuure.com,B,3,1,direct,https://cuure.com/en,""":{\""title\"":\""My account\"",\""subtitle\"":\""Sign in with your email address\"",\""emailPlaceholder\"":\""email@cuure.com\"",\""passwordPlaceholder\"":\""Password\"",\""submitLabel\"":\""Sign in\"",\""separatorLabel\","email@cuure.com(B,3,direct); info@cuure.com(B,3,direct); support@cuure.com(B,3,direct); u003esupport@cuure.com(B,3,direct)"
cxplanner.com,support@cxplanner.com,B,3,1,direct,https://cxplanner.com/contact-us,"email: </div> <div class=""value""> <a href=""mailto:support@cxplanner.com"">support@cxplanner.com</a> </div> </div> </div>","support@cxplanner.com(B,3,direct)"
cyberday.ai,team@cyberday.ai,B,3,1,direct,https://www.cyberday.ai/ | https://www.cyberday.ai/privacy | https://www.cyberday.ai/security,"r-message-vahti w-form-fail""><div>Unfortunately something went wrong. Contact us at <a href=""mailto:team@cyberday.ai?subject=Cyberday%20newsletter%20subscription"">team@cyberday.ai</a>.</div></div></di","team@cyberday.ai(B,3,direct)"
cymulate.com,,,0,0,,,,
cypress.io,,,0,0,,,,
daloopa.com,hello@daloopa.com,B,3,1,direct,https://daloopa.com/ | https://daloopa.com/demo,"heading.default""> <span class=""elementor-heading-title elementor-size-default""><a href=""mailto:hello@daloopa.com"">hello@daloopa.com</a></span> </div> <div class=""elementor-element elementor-element-61","hello@daloopa.com(B,3,direct)"
dana.id,,,0,0,,,,
danelfin.com,,,0,0,,,,
daniel-ip.com,,,0,0,,,,
darkmatter.is,jobs@darkmatter.is,B,3,1,direct,https://darkmatter.is/,"nted execution. Authenticity and real work matter more than LinkedIn polish. Email your projects to jobs@darkmatter.is.""}}]}</script><div class=""container mx-auto px-4 max-w-6xl""><h2 id=""faq-heading"" ","jobs@darkmatter.is(B,3,direct)"
dartai.com,security@dartai.com,A,5,1,direct,https://www.dartai.com/security,"?"", ""acceptedAnswer"": { ""@type"": ""Answer"", ""text"": ""Contact us at security@dartai.com with any inquiries or reports."" } }, { ""@type"": ""Question"",","security@dartai.com(A,5,direct); support@dartai.com(B,3,direct)"
dash.fi,,,0,0,,,,
dashbo.io,hola@dashbo.io,B,3,1,direct,https://dashbo.io/,"text-center text-lg-left""> <p><small>Email</small></p> <h6>hola@dashbo.io</h6> </div> <div class=""col-4 col-lg-2 text-center text-lg-left"">","hola@dashbo.io(B,3,direct)"
data-axle.com,contentfeedback@data-axle.com,B,3,1,direct,https://platform.data-axle.com/privacy,"g Out of Data Axles’s Database.</strong> You may send an email to us at <a href=""mailto:contentfeedback@data-axle.com"">contentfeedback@data-axle.com</a>, to opt out of Data Axle’s database. If you do ","contentfeedback@data-axle.com(B,3,direct); privacyteam@data-axle.com(B,3,direct)"
databar.ai,,,0,0,,,,
databox.com,,,0,0,,,,
datadome.co,,,0,0,,,,
dataforseo.com,info@dataforseo.com,B,3,1,direct,https://dataforseo.com/ | https://dataforseo.com/contact,":""https://dataforseo.com/#organization"",""name"":""DATAFORSEO"",""url"":""https://dataforseo.com"",""email"":""info@dataforseo.com"",""address"":{""@type"":""PostalAddress"",""streetAddress"":""Vesiv\u00e4rava tn 50-201, ","info@dataforseo.com(B,3,direct)"
datahub.com,,,0,0,,,,
datamaran.com,,,0,0,,,,
datanomik.com,,,0,0,,,,
datapolicy.co,ti@datapolicy.co,B,3,1,direct,https://datapolicy.co/,"y-06.png"" /><meta name=""twitter:label1"" content=""Escrito por"" /><meta name=""twitter:data1"" content=""ti@datapolicy.co"" /><meta name=""twitter:label2"" content=""Tempo para leitura"" /><meta name=""twitter:d","ti@datapolicy.co(B,3,direct)"
dataprovider.com,,,0,0,,,,
datarails.com,legal@datarails.com,B,3,1,direct,https://www.datarails.com/terms-of-service-2/,ination and/or suspension notice shall be sent to the following e-mail addresses: if to Datarails – legal@datarails.com; and if to Customer – the email provided by the Customer as part of the applicab,"legal@datarails.com(B,3,direct)"
dataspike.io,,,0,0,,,,
datocms.com,security@datocms.com,A,5,1,direct,https://www.datocms.com/.well-known/security.txt | https://www.datocms.com/security,Contact: security@datocms.com Encryption: https://www.datocms.com/.well-known/DatoCMS_security_pub.asc Preferred-Languages: en Ca,"security@datocms.com(A,5,direct); support@datocms.com(B,3,direct)"
dcm-inc.com,,,0,0,,,,
dcycle.io,support@dcycle.io,B,3,1,direct,https://dcycle.io/support/,"data-astro-cid-dyamu3ls></path></svg> </a> <p class=""sup-bottom-cta-email"" data-astro-cid-dyamu3ls>support@dcycle.io</p> </div> </section> <section id=""cta"" class=""cta-section"" data-astro-cid-4xty6sx2","support@dcycle.io(B,3,direct)"
dealmachine.com,,,0,0,,,,
dealroom.co,,,0,0,,,,
deapi.ai,support@deapi.ai,B,3,1,direct,https://deapi.ai/,"ion"":""CoinAxe Ltd"",""contactPoint"":{""@type"":""ContactPoint"",""contactType"":""customer support"",""email"":""support@deapi.ai"",""availableLanguage"":[""English""]}}</script> <script type=""application/ld+json"">{""@c","support@deapi.ai(B,3,direct)"
deducta.ai,privacy@deducta.ai,B,3,1,direct,https://deducta.ai/privacy,"GU</span>. </p><p> If you have any questions about this policy, email us at <span class=""font-bold"">privacy@deducta.ai</span>. </p></div></div><div class=""flex flex-col gap-5""><h2 class=""text-lg font-","privacy@deducta.ai(B,3,direct)"
deepidv.com,press@deepidv.com,B,3,1,direct,https://www.deepidv.com/contact,"nstrations.</p><p class=""text-sm font-medium text-primary"">sales@deepidv.com</p></a><a href=""mailto:press@deepidv.com"" class=""border border-neutral-200 rounded-2xl p-6 hover:shadow-lg hover:border-pri","press@deepidv.com(B,3,direct); privacy@deepidv.com(B,3,direct); sales@deepidv.com(B,3,direct); support@deepidv.com(B,3,direct)"
deeploy.ai,,,0,0,,,,
deepsource.com,,,0,0,,,,
demola.net,antti@demola.net,B,3,1,direct,https://www.demola.net/contact,".66L10.82 9.727a1.46 1.46 0 0 1-1.64 0L4.013 6.214a1.45 1.45 0 0 0-.159.661z""></path></svg> <!-- -->antti@demola.net</p></div></div></div><div class=""grid grid-cols-1 md:grid-cols-[auto_1fr] w-full bg","antti@demola.net(B,3,direct); felipe@demola.net(B,3,direct); gdpr@demola.net(B,3,direct); heikku@demola.net(B,3,direct); info@demola.net(B,3,direct); janne@demola.net(B,3,direct)"
demostack.com,,,0,0,,,,
descope.com,,,0,0,,,,
deskfirst.com,,,0,0,,,,
detrack.com,privacy@detrack.com,B,3,1,direct,https://www.detrack.com/privacy-policy/,"6.</p> <p><strong>13 Contact us</strong></p> <p>13.1&nbsp;Please contact us at&nbsp;<a href=""mailto:privacy@detrack.com"">privacy@detrack.com</a>.</p> <p>13.2 By contacting us at&nbsp;<a href=""mailto:p","privacy@detrack.com(B,3,direct); sales@detrack.com(B,3,direct); support@detrack.com(B,3,direct)"
detrics.io,,,0,0,,,,
devally.com,,,0,0,,,,
devcycle.com,security@devcycle.com,A,5,1,direct,https://devcycle.com/.well-known/security.txt,/devcycle.com/.well-known/security.txt Canonical: https://devcycle.com/security.txt Contact: mailto:security@devcycle.com Expires: 2030-12-31T12:00:00Z Policy: https://github.com/DevCycleHQ/.github/bl,"security@devcycle.com(A,5,direct); support@devcycle.com(B,3,direct)"
devolens.com,help@devolens.com,B,3,1,direct,https://devolens.com/ | https://devolens.com/contact-us,"{ ""@type"": ""ContactPoint"", ""contactType"": ""Customer Support"", ""email"": ""help@devolens.com"", ""telephone"": ""+46-8-414-003-74"", ""availableLanguage"": ""en"" }, {","help@devolens.com(B,3,direct)"
didlogic.com,,,0,0,,,,
diffly.co,,,0,0,,,,
digital-masters.de,info@digital-masters.de,B,3,1,direct,https://digital-masters.de/de,"<div>22761 Hamburg</div> <a class=""my-6 sm:my-6 inline-block"" href=""mailto:info@digital-masters.de"">info@digital-masters.de</a> </div> <div class=""grid-footer-copyright justify-self-","info@digital-masters.de(B,3,direct)"
digitalsamba.com,,,0,0,,,,
digitalsurge.com.au,contact@digitalsurge.com.au,B,3,1,direct,https://digitalsurge.com.au/terms/,"deletion facility on the Site or the App (if any), or by contacting us by email at <a href=""mailto:contact@digitalsurge.com.au""><strong>contact@digitalsurge.com.au</strong></a>.</p> <p>We reserve the ","contact@digitalsurge.com.au(B,3,direct)"
digoo-it.com,dilano@digoo-it.com,B,3,1,direct,https://www.digoo-it.com/,"iv class=""ep-title"">Email account manager</div> <div class=""ep-address"" id=""ep-address"">dilano@digoo-it.com</div> <div class=""ep-actions""> <a class=""ep-btn ep-btn-primary"" id=""ep-","dilano@digoo-it.com(B,3,direct)"
dispatchit.com,,,0,0,,,,
dj.studio,fleur@dj.studio,B,3,1,direct,https://dj.studio/contact,"eak-normal text-primary underline hover:no-underline"" target=""_blank"" rel=""noreferrer"" href=""mailto:fleur@dj.studio"">Fleur@dj.studio</a></li></ul><ul class=""list-disc list-outside pl-6 my-5""><li class","fleur@dj.studio(B,3,direct); help@dj.studio(B,3,direct); press@dj.studio(B,3,direct); support@dj.studio(B,3,direct)"
dma-group.co.uk,accounts@dma-group.co.uk,B,3,1,direct,https://dma-group.co.uk/contact/,"any accounts enquiries please contact our Accounts Team on:<br /><a class=""main-color"" href=""mailto:accounts@dma-group.co.uk"">accounts@dma-group.co.uk</a><br /><a class=""main-color"" href=""tel:01634384","accounts@dma-group.co.uk(B,3,direct); customerservice@dma-group.co.uk(B,3,direct); dataprotection@dma-group.co.uk(B,3,direct); info@dma-group.co.uk(B,3,direct); sales@dma-group.co.uk(B,3,direct)"
dobbyads.com,contact@dobbyads.com,B,3,1,direct,https://dobbyads.com/ | https://dobbyads.com/#contact,"ttps://dobbyads.com/All%20Visuals/Dobby%20Logo.webp"", ""telephone"": ""+1-507-666-5552"", ""email"": ""contact@dobbyads.com"", ""foundingDate"": ""2019"", ""areaServed"": ""Worldwide"", ""address"": { ""@type"": ""PostalA","contact@dobbyads.com(B,3,direct)"
docsautomator.co,support@docsautomator.co,B,3,1,direct,https://docsautomator.co/,"discover=""true"">Legal Notice</a></li></ul><div class=""flex items-center gap-2 pl-8""><a href=""mailto:support@docsautomator.co"" aria-label=""Email us"" class=""flex h-10 w-10 items-center justify-center ro","support@docsautomator.co(B,3,direct)"
dodopayments.com,security@dodopayments.com,A,5,1,direct,https://dodopayments.com/.well-known/security.txt,Contact: mailto:security@dodopayments.com Contact: mailto:support@dodopayments.com Expires: 2027-06-28T00:57:30.263Z Preferred-Languages: en,"security@dodopayments.com(A,5,direct); support@dodopayments.com(B,3,direct)"
doit.com,hello@doit.com,B,3,1,direct,https://www.doit.com/contact,"color\"":\""var(--hosted-text-muted)\""},\""children\"":\""Email\""}],[\""$\"",\""a\"",null,{\""href\"":\""mailto:hello@doit.com\"",\""className\"":\""text-sm hover:underline\"",\""style\"":{\""color\"":\""var(--hosted-text)","hello@doit.com(B,3,direct); legal@doit.com(B,3,direct); nlegal@doit.com(B,3,direct); privacy@doit.com(B,3,direct); u003eprivacy@doit.com(B,3,direct)"
dokaa.app,,,0,0,,,,
doktormartin.sk,info@doktormartin.sk,B,3,1,direct,https://www.doktormartin.sk/,"class=""strong"">0902 605 900</a> <a href=""mailto:info@doktormartin.sk"" title=""Napíšte nám"">info@doktormartin.sk</a> </div> </div>","info@doktormartin.sk(B,3,direct)"
doktorsitesi.com,info@doktorsitesi.com,B,3,1,direct,https://www.doktorsitesi.com/,"oktorsitesi.com/assets/logo-tr.webp"",""width"":""209"",""height"":""32"",""caption"":""Doktorsitesi""},""email"":""info@doktorsitesi.com"",""taxID"":""3090336028"",""foundingDate"":""2004"",""address"":{""@type"":""PostalAddress""","info@doktorsitesi.com(B,3,direct)"
doola.com,hello@doola.com,B,3,1,direct,https://www.doola.com/terms-of-service/,"weight: 400;"">251 W 30th St</span><br />New York, NY 10001<br />Telephone: +19292992235<br />Email: hello@doola.com<br /><a href=""tel:+1%20(929)%20299-2235"">+1 (929) 299-2235</a></p> </div> </div> </d","hello@doola.com(B,3,direct); help@doola.com(B,3,direct)"
dorsia.com,legal@dorsia.com,B,3,1,direct,https://www.dorsia.com/privacy,"17));""><li class=""framer-text""><h1 class=""framer-text""><strong class=""framer-text"">Email</strong>: legal@dorsia.com&nbsp;</h1></li><li class=""framer-text""><h1 class=""framer-text""><strong class=""framer","legal@dorsia.com(B,3,direct)"
dotter.me,,,0,0,,,,
drakerep.com,,,0,0,,,,
drata.com,,,0,0,,,,
dreamlit.ai,support@dreamlit.ai,B,3,1,direct,https://dreamlit.ai/,"tai"",""https://www.linkedin.com/company/dreamlitai""],""contactPoint"":{""@type"":""ContactPoint"",""email"":""support@dreamlit.ai"",""contactType"":""customer support"",""availableLanguage"":""en""}},{""@type"":""WebSite"",","support@dreamlit.ai(B,3,direct)"
drome.com.br,contato@drome.com.br,B,3,1,direct,https://drome.io/en,"\"":\""btn btn-accent btn-arrow\"",\""children\"":\""Book a demo\""}],[\""$\"",\""a\"",null,{\""href\"":\""mailto:contato@drome.com.br\"",\""className\"":\""btn btn-ghost\"",\""children\"":\""Talk to a specialist\""}]]}]]}]","contato@drome.com.br(B,3,direct); investidores@drome.com.br(B,3,direct)"
dronedeploy.com,security@dronedeploy.com,A,5,1,direct,https://www.dronedeploy.com/security.txt,Contact: mailto:security@dronedeploy.com Expires: 2026-12-31T23:59:59.000Z Preferred-Languages: en Policy: https://trust.dronedeploy.com/res,"security@dronedeploy.com(A,5,direct)"
dronus.com,admin@dronus.com,B,3,1,direct,https://dronus.com/contatti/,"<a href=""mailto:help@dronus.com"">help@dronus.com</a><br /> Amministrazione &#8211; <a href=""mailto:admin@dronus.com"">admin@dronus.com</a><br /> Servizio clienti &#8211; <a href=""mailto:info@dronus.com","admin@dronus.com(B,3,direct); help@dronus.com(B,3,direct); info@dronus.com(B,3,direct); jobs@dronus.com(B,3,direct); sales@dronus.com(B,3,direct)"
dropcontact.com,security@dropcontact.com,A,5,1,direct,https://dropcontact.com/.well-known/security.txt,"# https://www.rfc-editor.org/rfc/rfc9116 Contact: https://hackerone.com/dropcontact Contact: mailto:security@dropcontact.com Expires: 2027-04-09T00:00:00.000Z Preferred-Languages: fr, en Policy: https","security@dropcontact.com(A,5,direct)"
drugbank.com,,,0,0,,,,
duda.co,legal@duda.co,B,3,1,direct,https://www.duda.co/legal/terms,"ccount settings and as further described in our Privacy Policy. You may also contact Us directly at legal@duda.co. </p> <p>By using the Services, You agree to: <ul> <li>Provide true, accurate, c","legal@duda.co(B,3,direct); privacy@duda.co(B,3,direct)"
dukascopy.com,security@dukascopy.com,A,5,1,direct,https://dukascopy.com/.well-known/security.txt | https://dukascopy.com/security.txt,Contact: mailto:security@dukascopy.com Expires: 2026-08-31T19:00:00.000Z,"security@dukascopy.com(A,5,direct)"
dutchvalleyfoods.com,,,0,0,,,,
e-cruce.com,busquedas@e-cruce.com,B,3,1,direct,https://www.e-cruce.com/,"telephone"": ""+54-11-4027-5578"", ""contactType"": ""Human Resources"", ""email"": ""busquedas@e-cruce.com"", ""areaServed"": [""AR"", ""US""], ""availableLanguage"": [""Spanish"", ""English"", ""","busquedas@e-cruce.com(B,3,direct); info@e-cruce.com(B,3,direct)"
e-gineering.com,info@e-gineering.com,B,3,1,direct,https://www.e-gineering.com/privacy-policy/,"with our policies and practices. If you still have any questions or concerns, please contact us at info@e-gineering.com.</p> <h3>1. WHAT INFORMATION DO WE COLLECT?</h3> <h4><strong>Personal informatio","info@e-gineering.com(B,3,direct)"
e4k.co,dpo@e4k.co,B,3,1,direct,https://e4k.co/privacy-policy/,"s to correct any of the data which we have for you, please drop us an email to&nbsp;<a href=""mailto:dpo@e4k.co"">dpo@e4k.co</a>, telling us the correction.</p> <p>If you are not a client and would like","dpo@e4k.co(B,3,direct); sales@e4k.co(B,3,direct); support@e4k.co(B,3,direct); websupport@e4k.co(B,3,direct)"
easesolutions.com,info@easesolutions.com,B,3,1,direct,https://www.easesolutions.com/privacy,"/p><p>46045 Oberhausen</p><p>Deutschland</p><p>Phone: +49 (208) 635860</p><p>Email: <a href=""mailto:info@easesolutions.com"">info@easesolutions.com</a></p><p>Website: <a href=""https://www.easesolutions","info@easesolutions.com(B,3,direct)"
easycomp.ai,contact@easycomp.ai,B,3,1,direct,https://www.easycomp.ai/,"US"" }, ""contactPoint"": { ""@type"": ""ContactPoint"", ""contactType"": ""sales"", ""email"": ""contact@easycomp.ai"" }, ""sameAs"": [ ""https://www.linkedin.com/company/easycomp"" ] } </script> <script type=","contact@easycomp.ai(B,3,direct)"
easydmarc.com,,,0,0,,,,
easyleadz.com,support@easyleadz.com,B,3,1,direct,https://www.easyleadz.com/,"ms-2""> <h4>Email us</h4> <p>support@easyleadz.com</p> </div> </div>","support@easyleadz.com(B,3,direct)"
